generation;fitness;q1;q2;home_venue;fitness_sum
1;1080801;545000;150000;115000;1095106898
2;905235;430000;125000;75000;1070849245
3;905235;430000;125000;75000;1050925002
4;897575;425000;120000;75000;1035765292
5;852593;395000;115000;80000;1017866615
6;840634;430000;85000;55000;1006947138
7;817112;375000;100000;75000;1004101571
8;817112;375000;100000;75000;1002135873
9;801051;380000;90000;70000;997455404
10;799930;360000;105000;65000;991523080
11;799930;360000;105000;65000;992160348
12;756310;310000;95000;80000;988338929
13;756310;310000;95000;80000;986458227
14;756310;310000;95000;80000;988497002
15;756310;310000;95000;80000;983981068
16;756310;310000;95000;80000;983375644
17;756310;310000;95000;80000;983120933
18;756310;310000;95000;80000;983050898
19;756310;310000;95000;80000;982508167
20;740378;340000;70000;45000;977734279
21;740378;340000;70000;45000;980811524
22;740378;340000;70000;45000;981360196
23;740378;340000;70000;45000;978383033
24;740378;340000;70000;45000;969134753
25;740378;340000;70000;45000;966386833
26;740378;340000;70000;45000;969446353
27;740378;340000;70000;45000;967084154
28;740378;340000;70000;45000;967157428
29;740378;340000;70000;45000;966583821
30;740378;340000;70000;45000;963934097
31;740378;340000;70000;45000;960818542
32;740378;340000;70000;45000;962363956
33;740378;340000;70000;45000;957642841
34;740378;340000;70000;45000;961369153
35;702675;310000;70000;40000;960754644
36;702675;310000;70000;40000;959467644
37;702675;310000;70000;40000;960619631
38;702675;310000;70000;40000;962128700
39;702675;310000;70000;40000;960012281
40;683336;290000;70000;45000;961707534
41;683336;290000;70000;45000;958483091
42;683336;290000;70000;45000;957149655
43;683336;290000;70000;45000;950919693
44;683336;290000;70000;45000;946814433
45;683336;290000;70000;45000;951568579
46;683336;290000;70000;45000;949305511
47;683336;290000;70000;45000;948393027
48;683336;290000;70000;45000;943406071
49;683336;290000;70000;45000;941536274
50;683336;290000;70000;45000;943269768
51;683336;290000;70000;45000;936978010
52;683336;290000;70000;45000;936229278
53;683336;290000;70000;45000;936312872
54;683336;290000;70000;45000;940365504
55;683336;290000;70000;45000;937295757
56;683336;290000;70000;45000;933734318
57;683336;290000;70000;45000;936675796
58;683336;290000;70000;45000;931827752
59;683336;290000;70000;45000;930044676
60;683336;290000;70000;45000;929754952
61;683336;290000;70000;45000;932168985
62;683336;290000;70000;45000;934026986
63;683336;290000;70000;45000;931420465
64;683336;290000;70000;45000;927233025
65;673991;305000;55000;35000;923770844
66;673991;305000;55000;35000;923089868
67;673991;305000;55000;35000;922317117
68;673991;305000;55000;35000;916607351
69;673991;305000;55000;35000;916691295
70;673991;305000;55000;35000;911478240
71;673991;305000;55000;35000;914756084
72;673991;305000;55000;35000;915262184
73;673991;305000;55000;35000;914212843
74;673991;305000;55000;35000;908174459
