generation;fitness;q1;q2;home_venue;fitness_sum
1;1675801;815000;475000;115000;1682947618
2;1470804;720000;380000;105000;1649626384
3;1425594;705000;370000;75000;1609057793
4;1353832;640000;375000;70000;1570339547
5;1324841;625000;355000;70000;1549352901
6;1287288;605000;375000;35000;1533712334
7;1287288;605000;375000;35000;1520289889
8;1278383;600000;330000;75000;1513934624
9;1240597;620000;295000;60000;1511787573
10;1240597;620000;295000;60000;1507541669
11;1240597;620000;295000;60000;1500262822
12;1240597;620000;295000;60000;1490915496
13;1240597;620000;295000;60000;1486219750
14;1240597;620000;295000;60000;1479545132
15;1238013;615000;315000;45000;1486399838
16;1180470;525000;330000;50000;1484444364
17;1180470;525000;330000;50000;1484268372
18;1180470;525000;330000;50000;1481050103
19;1180470;525000;330000;50000;1478144644
20;1180470;525000;330000;50000;1477066851
21;1180470;525000;330000;50000;1476797476
22;1180470;525000;330000;50000;1478700553
23;1180470;525000;330000;50000;1473704633
24;1180470;525000;330000;50000;1475107577
25;1172977;535000;315000;60000;1470246239
26;1172977;535000;315000;60000;1469954452
27;1172977;535000;315000;60000;1462213348
28;1172977;535000;315000;60000;1462269818
29;1172977;535000;315000;60000;1459507069
30;1172977;535000;315000;60000;1462804941
31;1172977;535000;315000;60000;1459106845
32;1172977;535000;315000;60000;1452955699
33;1164949;545000;305000;50000;1454563977
34;1164949;545000;305000;50000;1454416439
35;1164949;545000;305000;50000;1449796154
36;1164949;545000;305000;50000;1448669433
37;1164949;545000;305000;50000;1447191665
38;1164949;545000;305000;50000;1448206028
39;1144639;540000;275000;45000;1444973134
40;1144639;540000;275000;45000;1441108896
41;1144639;540000;275000;45000;1440411425
42;1144639;540000;275000;45000;1442243524
43;1144639;540000;275000;45000;1444727389
44;1144639;540000;275000;45000;1441242615
45;1144639;540000;275000;45000;1436124979
46;1069124;505000;270000;25000;1438331162
47;1069124;505000;270000;25000;1435459596
48;1069124;505000;270000;25000;1430481853
49;1069124;505000;270000;25000;1427739678
50;1069124;505000;270000;25000;1430361718
51;1069124;505000;270000;25000;1427035531
52;1069124;505000;270000;25000;1431912308
53;1069124;505000;270000;25000;1427407709
54;1069124;505000;270000;25000;1426696710
55;1069124;505000;270000;25000;1425021241
56;1069124;505000;270000;25000;1422438321
57;1069124;505000;270000;25000;1419518224
58;1069124;505000;270000;25000;1415483606
59;1069124;505000;270000;25000;1417595438
60;1069124;505000;270000;25000;1419662880
61;1069124;505000;270000;25000;1413115153
62;1069124;505000;270000;25000;1416883332
63;1069124;505000;270000;25000;1417352080
64;1069124;505000;270000;25000;1420396117
65;1069124;505000;270000;25000;1417270291
66;1069124;505000;270000;25000;1421671523
67;1069124;505000;270000;25000;1418346974
68;1069124;505000;270000;25000;1419451214
69;1069124;505000;270000;25000;1422263646
70;1069124;505000;270000;25000;1412618594
71;1069124;505000;270000;25000;1412504688
72;1069124;505000;270000;25000;1421719879
73;1069124;505000;270000;25000;1416089028
74;1068295;490000;285000;35000;1410533518
75;1068295;490000;285000;35000;1406297651
76;1068295;490000;285000;35000;1401410665
77;1068295;490000;285000;35000;1406713732
78;1068295;490000;285000;35000;1404607758
79;1068295;490000;285000;35000;1398559405
80;1068295;490000;285000;35000;1403128995
81;1068295;490000;285000;35000;1399115833
82;1068295;490000;285000;35000;1406146920
83;1068295;490000;285000;35000;1397772074
84;1068295;490000;285000;35000;1400684166
85;1068295;490000;285000;35000;1397040438
86;1068295;490000;285000;35000;1402039541
87;1068295;490000;285000;35000;1398020427
88;1068295;490000;285000;35000;1390422036
89;1068295;490000;285000;35000;1394316751
90;1068295;490000;285000;35000;1395463622
91;1068295;490000;285000;35000;1393163257
92;1068295;490000;285000;35000;1390653687
93;1068295;490000;285000;35000;1391534015
94;1068187;505000;260000;25000;1394067682
95;1068187;505000;260000;25000;1394688292
96;1068187;505000;260000;25000;1392236439
97;1068187;505000;260000;25000;1389431239
98;1068187;505000;260000;25000;1383329438
99;1068187;505000;260000;25000;1381723937
100;1068187;505000;260000;25000;1385764161
101;1068187;505000;260000;25000;1385941880
102;1068187;505000;260000;25000;1380759039
103;1068187;505000;260000;25000;1381021434
104;1068187;505000;260000;25000;1381436282
105;1068187;505000;260000;25000;1382305130
106;1068187;505000;260000;25000;1379335465
107;1068187;505000;260000;25000;1379954814
108;1068187;505000;260000;25000;1376186654
109;1068187;505000;260000;25000;1369162554
110;1068187;505000;260000;25000;1378909898
111;1049719;520000;220000;35000;1373481795
112;1049719;520000;220000;35000;1374201298
113;982877;440000;220000;50000;1377696820
114;982877;440000;220000;50000;1374624927
115;982877;440000;220000;50000;1380133194
116;982877;440000;220000;50000;1378433373
117;982877;440000;220000;50000;1377311536
118;982877;440000;220000;50000;1374057441
119;982877;440000;220000;50000;1371640400
120;982877;440000;220000;50000;1373718695
121;982877;440000;220000;50000;1372890428
122;982877;440000;220000;50000;1370613192
123;982877;440000;220000;50000;1369711424
124;982877;440000;220000;50000;1366422787
125;982877;440000;220000;50000;1371023556
126;982877;440000;220000;50000;1364081109
127;982877;440000;220000;50000;1361947718
128;982877;440000;220000;50000;1366345521
129;982877;440000;220000;50000;1361491814
130;982877;440000;220000;50000;1358895088
131;982877;440000;220000;50000;1361359125
132;982877;440000;220000;50000;1361113708
133;982877;440000;220000;50000;1362818599
134;982877;440000;220000;50000;1362214954
135;982877;440000;220000;50000;1360097945
136;982877;440000;220000;50000;1362741988
137;982877;440000;220000;50000;1357304043
138;982877;440000;220000;50000;1347983428
139;982877;440000;220000;50000;1346945556
140;982877;440000;220000;50000;1348195613
141;982877;440000;220000;50000;1349785714
142;982877;440000;220000;50000;1350132552
143;982877;440000;220000;50000;1343546971
144;982877;440000;220000;50000;1343850384
145;982877;440000;220000;50000;1345179052
146;982877;440000;220000;50000;1341905611
147;982877;440000;220000;50000;1342870622
148;982877;440000;220000;50000;1347195623
149;982877;440000;220000;50000;1346305124
150;982877;440000;220000;50000;1346651794
151;982877;440000;220000;50000;1345197047
152;982877;440000;220000;50000;1337355064
153;982877;440000;220000;50000;1331748809
154;982877;440000;220000;50000;1332828563
155;982877;440000;220000;50000;1334380673
156;982877;440000;220000;50000;1338934177
157;982877;440000;220000;50000;1336047163
158;982877;440000;220000;50000;1332264161
159;982877;440000;220000;50000;1329882479
160;982877;440000;220000;50000;1326364482
161;982877;440000;220000;50000;1326509407
162;982877;440000;220000;50000;1327729689
163;982877;440000;220000;50000;1333119208
164;982877;440000;220000;50000;1332869051
165;982877;440000;220000;50000;1334493561
166;982877;440000;220000;50000;1334242581
167;982877;440000;220000;50000;1332217274
168;982877;440000;220000;50000;1329452419
169;982877;440000;220000;50000;1326733333
170;982877;440000;220000;50000;1329680495
171;982877;440000;220000;50000;1325768954
172;982877;440000;220000;50000;1319558784
173;982877;440000;220000;50000;1324475681
174;982877;440000;220000;50000;1325439286
175;982877;440000;220000;50000;1326068049
176;982877;440000;220000;50000;1324314796
177;982877;440000;220000;50000;1312721469
178;982877;440000;220000;50000;1314161196
179;982877;440000;220000;50000;1318898541
180;982877;440000;220000;50000;1319576262
181;957786;425000;230000;25000;1324138312
182;957786;425000;230000;25000;1312404376
183;957786;425000;230000;25000;1314000876
184;957786;425000;230000;25000;1304930644
185;957786;425000;230000;25000;1304930786
186;957786;425000;230000;25000;1300153678
187;957786;425000;230000;25000;1300110430
188;957786;425000;230000;25000;1302099847
189;957786;425000;230000;25000;1299836946
190;957786;425000;230000;25000;1303085562
191;957786;425000;230000;25000;1301561838
192;957786;425000;230000;25000;1302547868
193;957786;425000;230000;25000;1309991383
194;957786;425000;230000;25000;1309040472
195;957786;425000;230000;25000;1305308828
196;957786;425000;230000;25000;1295388030
197;957786;425000;230000;25000;1295520345
198;957786;425000;230000;25000;1295524705
199;949024;460000;200000;15000;1294707285
200;949024;460000;200000;15000;1291083947
201;949024;460000;200000;15000;1291828819
202;949024;460000;200000;15000;1295667974
203;949024;460000;200000;15000;1294396662
204;949024;460000;200000;15000;1290174484
205;949024;460000;200000;15000;1293325152
206;949024;460000;200000;15000;1289797336
207;949024;460000;200000;15000;1296573000
208;949024;460000;200000;15000;1289319716
209;949024;460000;200000;15000;1288317930
210;949024;460000;200000;15000;1287708964
211;949024;460000;200000;15000;1282400663
212;949024;460000;200000;15000;1282545940
213;949024;460000;200000;15000;1282567866
214;949024;460000;200000;15000;1273666366
215;949024;460000;200000;15000;1266260236
216;949024;460000;200000;15000;1273589357
217;949024;460000;200000;15000;1282795449
218;949024;460000;200000;15000;1279487565
219;949024;460000;200000;15000;1282517450
220;949024;460000;200000;15000;1278889947
221;949024;460000;200000;15000;1277451952
222;949024;460000;200000;15000;1277372996
223;949024;460000;200000;15000;1275553536
224;949024;460000;200000;15000;1275992761
225;949024;460000;200000;15000;1276585541
226;949024;460000;200000;15000;1273062248
227;921444;410000;210000;25000;1266061399
228;921444;410000;210000;25000;1274724050
229;921444;410000;210000;25000;1273759422
230;921444;410000;210000;25000;1266916067
231;921444;410000;210000;25000;1274758527
232;921444;410000;210000;25000;1271595071
233;921444;410000;210000;25000;1273244504
234;921444;410000;210000;25000;1268660157
235;921444;410000;210000;25000;1274124731
236;921444;410000;210000;25000;1273761850
237;921444;410000;210000;25000;1273784458
238;921444;410000;210000;25000;1273165404
239;921444;410000;210000;25000;1269634997
240;921444;410000;210000;25000;1273862828
241;921444;410000;210000;25000;1272543442
242;921444;410000;210000;25000;1266324995
243;921444;410000;210000;25000;1260149888
244;921444;410000;210000;25000;1262257504
245;921444;410000;210000;25000;1255869923
246;921444;410000;210000;25000;1250075228
247;921444;410000;210000;25000;1257566421
248;886084;425000;160000;20000;1262333349
249;886084;425000;160000;20000;1265154382
250;886084;425000;160000;20000;1266308728
251;886084;425000;160000;20000;1260808225
252;886084;425000;160000;20000;1260632753
253;886084;425000;160000;20000;1255830144
254;886084;425000;160000;20000;1252911711
255;886084;425000;160000;20000;1249036615
256;886084;425000;160000;20000;1250926848
257;886084;425000;160000;20000;1245843424
258;886084;425000;160000;20000;1248267818
259;886084;425000;160000;20000;1247135492
260;886084;425000;160000;20000;1248130264
261;886084;425000;160000;20000;1248593401
262;886084;425000;160000;20000;1246746991
263;886084;425000;160000;20000;1245051519
264;886084;425000;160000;20000;1248291512
265;886084;425000;160000;20000;1250272699
266;886084;425000;160000;20000;1247185789
267;886084;425000;160000;20000;1240320592
268;886084;425000;160000;20000;1233551400
269;886084;425000;160000;20000;1237865704
270;886084;425000;160000;20000;1236906109
271;886084;425000;160000;20000;1237789239
272;886084;425000;160000;20000;1235389566
273;865866;425000;140000;20000;1234568676
274;865866;425000;140000;20000;1225620048
275;865866;425000;140000;20000;1233645419
276;865866;425000;140000;20000;1233440952
277;865866;425000;140000;20000;1228593329
278;865866;425000;140000;20000;1224382256
279;865866;425000;140000;20000;1216637168
280;865866;425000;140000;20000;1221742417
281;865866;425000;140000;20000;1229195559
282;865866;425000;140000;20000;1226944068
283;865866;425000;140000;20000;1228969088
284;865866;425000;140000;20000;1223344627
285;865866;425000;140000;20000;1222618609
286;865866;425000;140000;20000;1222036281
287;865866;425000;140000;20000;1219903417
288;865866;425000;140000;20000;1212417747
289;865866;425000;140000;20000;1212061014
290;845409;380000;180000;15000;1214427467
291;845409;380000;180000;15000;1218201262
292;845409;380000;180000;15000;1212747051
293;845409;380000;180000;15000;1215465818
294;845409;380000;180000;15000;1210045842
295;845409;380000;180000;15000;1209796417
296;845409;380000;180000;15000;1214078519
297;845409;380000;180000;15000;1206455450
298;845409;380000;180000;15000;1205202018
299;845409;380000;180000;15000;1210913540
300;845409;380000;180000;15000;1207486515
301;845409;380000;180000;15000;1211734379
302;845409;380000;180000;15000;1210659166
303;845409;380000;180000;15000;1201376015
304;845409;380000;180000;15000;1203210931
305;845409;380000;180000;15000;1195016280
306;845409;380000;180000;15000;1196702926
307;845409;380000;180000;15000;1198323263
308;845409;380000;180000;15000;1200596070
309;845409;380000;180000;15000;1205997459
310;845409;380000;180000;15000;1204273437
311;845409;380000;180000;15000;1198833602
312;845409;380000;180000;15000;1199270051
313;845409;380000;180000;15000;1199778171
314;845409;380000;180000;15000;1196450097
315;845409;380000;180000;15000;1192261319
316;845409;380000;180000;15000;1188243049
317;844988;390000;150000;20000;1196048347
318;844988;390000;150000;20000;1193061076
319;844988;390000;150000;20000;1198725563
320;844988;390000;150000;20000;1202850644
321;844988;390000;150000;20000;1192823536
322;844988;390000;150000;20000;1191103620
323;844988;390000;150000;20000;1193356145
324;844988;390000;150000;20000;1196540538
325;844988;390000;150000;20000;1194576112
326;844988;390000;150000;20000;1205985088
327;844988;390000;150000;20000;1205070737
328;844988;390000;150000;20000;1194061114
329;844988;390000;150000;20000;1189204980
330;844988;390000;150000;20000;1182534836
331;844988;390000;150000;20000;1186412031
332;844988;390000;150000;20000;1191678377
333;844988;390000;150000;20000;1191380124
334;844988;390000;150000;20000;1184702712
335;844988;390000;150000;20000;1187654825
336;844988;390000;150000;20000;1188124217
337;844988;390000;150000;20000;1189573395
338;844988;390000;150000;20000;1179228167
339;844988;390000;150000;20000;1182573925
340;844988;390000;150000;20000;1182323269
341;844988;390000;150000;20000;1180046291
342;844988;390000;150000;20000;1185250200
343;844988;390000;150000;20000;1183233609
344;840886;380000;170000;10000;1179155313
345;840886;380000;170000;10000;1180181142
