generation;fitness;q1;q2;home_venue;fitness_sum
1;1700233;670000;575000;125000;1710180687
2;1484899;580000;475000;85000;1679314433
3;1471531;555000;480000;100000;1641589361
4;1440351;535000;475000;95000;1615997516
5;1382996;525000;450000;75000;1593015572
6;1382996;525000;450000;75000;1576055559
7;1331819;505000;415000;70000;1564806906
8;1324979;495000;410000;95000;1556919047
9;1324979;495000;410000;95000;1545391432
10;1310523;500000;395000;85000;1543630034
11;1273446;455000;380000;95000;1545162861
12;1273446;455000;380000;95000;1538824178
13;1273446;455000;380000;95000;1538296464
14;1273446;455000;380000;95000;1539295567
15;1273446;455000;380000;95000;1531052143
16;1273446;455000;380000;95000;1532001912
17;1258414;450000;385000;90000;1532070748
18;1258414;450000;385000;90000;1527674972
19;1258414;450000;385000;90000;1523452492
20;1249644;440000;385000;95000;1526534744
21;1208161;400000;375000;95000;1525332966
22;1208161;400000;375000;95000;1528334096
23;1208161;400000;375000;95000;1524424178
24;1208161;400000;375000;95000;1519937890
25;1208161;400000;375000;95000;1513871941
26;1208161;400000;375000;95000;1519274577
27;1208161;400000;375000;95000;1518079418
28;1208161;400000;375000;95000;1520148251
29;1208161;400000;375000;95000;1514575460
30;1208161;400000;375000;95000;1510718946
31;1204653;410000;360000;95000;1509294814
32;1204653;410000;360000;95000;1510676067
33;1204653;410000;360000;95000;1510097063
34;1202510;410000;370000;70000;1505051480
35;1202510;410000;370000;70000;1503436035
36;1202510;410000;370000;70000;1511013904
37;1202510;410000;370000;70000;1513138121
38;1202510;410000;370000;70000;1511268542
39;1202510;410000;370000;70000;1507879467
40;1193350;435000;330000;90000;1502352217
41;1193350;435000;330000;90000;1500531244
42;1193350;435000;330000;90000;1494437322
43;1193350;435000;330000;90000;1499099740
44;1193350;435000;330000;90000;1506174454
45;1193350;435000;330000;90000;1500638705
46;1157919;385000;375000;70000;1505777405
47;1157919;385000;375000;70000;1498903456
48;1157919;385000;375000;70000;1493267652
49;1157919;385000;375000;70000;1490649298
50;1157919;385000;375000;70000;1492810210
51;1153176;395000;340000;75000;1491488166
52;1153176;395000;340000;75000;1491675463
53;1153176;395000;340000;75000;1487806576
54;1153176;395000;340000;75000;1492784979
55;1153176;395000;340000;75000;1488211133
56;1153176;395000;340000;75000;1487511485
57;1153176;395000;340000;75000;1484958089
58;1153176;395000;340000;75000;1478382603
59;1153176;395000;340000;75000;1474617985
60;1153176;395000;340000;75000;1474706659
61;1153176;395000;340000;75000;1471714563
62;1140595;405000;340000;60000;1474826838
63;1140595;405000;340000;60000;1470059206
64;1140595;405000;340000;60000;1475441179
65;1140595;405000;340000;60000;1470821625
66;1140595;405000;340000;60000;1468732466
67;1140595;405000;340000;60000;1470637738
68;1140595;405000;340000;60000;1464657140
69;1125993;405000;315000;60000;1466622122
70;1125993;405000;315000;60000;1471527179
71;1125993;405000;315000;60000;1471221332
72;1125993;405000;315000;60000;1468001486
73;1125993;405000;315000;60000;1459787589
74;1111578;355000;350000;65000;1464352341
75;1111578;355000;350000;65000;1465630837
76;1111578;355000;350000;65000;1461794306
77;1111578;355000;350000;65000;1463201377
78;1111578;355000;350000;65000;1457097857
79;1111578;355000;350000;65000;1457398225
80;1111578;355000;350000;65000;1463785351
81;1111578;355000;350000;65000;1458691734
82;1111578;355000;350000;65000;1452116564
83;1111578;355000;350000;65000;1447231823
84;1111578;355000;350000;65000;1449460108
85;1111578;355000;350000;65000;1448809679
86;1111578;355000;350000;65000;1446447653
87;1111578;355000;350000;65000;1446918542
88;1111578;355000;350000;65000;1448622629
89;1111578;355000;350000;65000;1449495011
90;1111578;355000;350000;65000;1446874528
91;1111578;355000;350000;65000;1439164848
92;1111578;355000;350000;65000;1442176397
93;1111578;355000;350000;65000;1434348178
94;1111578;355000;350000;65000;1432316136
95;1111578;355000;350000;65000;1430551933
96;1111578;355000;350000;65000;1429293464
97;1111578;355000;350000;65000;1431400490
98;1111578;355000;350000;65000;1438906987
99;1111578;355000;350000;65000;1436639922
100;1111578;355000;350000;65000;1439489201
101;1111578;355000;350000;65000;1437919509
102;1111578;355000;350000;65000;1431042165
103;982007;325000;270000;50000;1425305496
104;982007;325000;270000;50000;1434932074
105;982007;325000;270000;50000;1434514089
106;982007;325000;270000;50000;1432558915
107;982007;325000;270000;50000;1429644962
108;982007;325000;270000;50000;1429449752
109;982007;325000;270000;50000;1433848759
110;982007;325000;270000;50000;1432869307
111;982007;325000;270000;50000;1432534944
112;982007;325000;270000;50000;1429665243
113;982007;325000;270000;50000;1432272575
114;982007;325000;270000;50000;1428829597
115;982007;325000;270000;50000;1429889976
116;982007;325000;270000;50000;1424256850
117;982007;325000;270000;50000;1427724300
118;982007;325000;270000;50000;1425883373
119;982007;325000;270000;50000;1423823018
120;982007;325000;270000;50000;1429110167
121;982007;325000;270000;50000;1427424408
122;982007;325000;270000;50000;1422465629
123;982007;325000;270000;50000;1418656180
124;982007;325000;270000;50000;1421599184
125;982007;325000;270000;50000;1420413470
126;982007;325000;270000;50000;1422020131
127;982007;325000;270000;50000;1426047393
128;982007;325000;270000;50000;1427151839
129;982007;325000;270000;50000;1427572446
130;982007;325000;270000;50000;1426202790
131;982007;325000;270000;50000;1422961684
132;982007;325000;270000;50000;1417724286
133;982007;325000;270000;50000;1414765538
134;982007;325000;270000;50000;1416295698
135;982007;325000;270000;50000;1412068379
136;982007;325000;270000;50000;1413516794
137;982007;325000;270000;50000;1411017729
138;982007;325000;270000;50000;1409220494
139;982007;325000;270000;50000;1409320641
140;982007;325000;270000;50000;1408697663
141;982007;325000;270000;50000;1408419612
142;982007;325000;270000;50000;1406390398
143;982007;325000;270000;50000;1408232106
144;982007;325000;270000;50000;1406637119
145;982007;325000;270000;50000;1410899668
146;982007;325000;270000;50000;1410668191
147;982007;325000;270000;50000;1408784154
148;982007;325000;270000;50000;1407783036
149;982007;325000;270000;50000;1407433914
150;982007;325000;270000;50000;1413723327
151;982007;325000;270000;50000;1416576430
152;982007;325000;270000;50000;1418339243
153;982007;325000;270000;50000;1411571477
154;982007;325000;270000;50000;1410779943
155;982007;325000;270000;50000;1410548655
156;982007;325000;270000;50000;1413086210
157;982007;325000;270000;50000;1405784227
158;982007;325000;270000;50000;1408488478
159;982007;325000;270000;50000;1410254559
160;982007;325000;270000;50000;1406977868
161;982007;325000;270000;50000;1402762634
162;982007;325000;270000;50000;1401761778
163;982007;325000;270000;50000;1402918262
164;982007;325000;270000;50000;1399888880
165;982007;325000;270000;50000;1399317941
166;982007;325000;270000;50000;1401431075
167;982007;325000;270000;50000;1399883197
168;982007;325000;270000;50000;1401733545
169;982007;325000;270000;50000;1399044833
170;982007;325000;270000;50000;1394531581
171;982007;325000;270000;50000;1400619216
172;982007;325000;270000;50000;1397191832
173;982007;325000;270000;50000;1393271580
174;982007;325000;270000;50000;1382742607
175;982007;325000;270000;50000;1388458847
176;982007;325000;270000;50000;1383805227
177;982007;325000;270000;50000;1389693443
178;982007;325000;270000;50000;1392884103
179;982007;325000;270000;50000;1384736859
180;982007;325000;270000;50000;1389681932
181;982007;325000;270000;50000;1382428883
182;982007;325000;270000;50000;1381934980
183;982007;325000;270000;50000;1384523171
184;982007;325000;270000;50000;1386987939
185;982007;325000;270000;50000;1385618799
186;982007;325000;270000;50000;1382087688
187;982007;325000;270000;50000;1381629886
188;982007;325000;270000;50000;1381517337
189;982007;325000;270000;50000;1382880416
190;982007;325000;270000;50000;1374688861
191;982007;325000;270000;50000;1377210611
192;982007;325000;270000;50000;1382163125
193;982007;325000;270000;50000;1380536949
194;982007;325000;270000;50000;1381404578
195;982007;325000;270000;50000;1377221517
196;982007;325000;270000;50000;1378771709
197;982007;325000;270000;50000;1379082887
198;982007;325000;270000;50000;1379200265
199;982007;325000;270000;50000;1373055375
200;982007;325000;270000;50000;1368015095
201;982007;325000;270000;50000;1367214313
202;982007;325000;270000;50000;1367156779
203;982007;325000;270000;50000;1371990448
204;982007;325000;270000;50000;1368497844
205;982007;325000;270000;50000;1366273761
206;982007;325000;270000;50000;1367690981
