generation;fitness;q1;q2;home_venue;fitness_sum
1;1600233;410000;735000;125000;1621247137
2;1443732;365000;625000;130000;1602957054
3;1364649;325000;585000;120000;1577688050
4;1364649;325000;585000;120000;1552594533
5;1329275;310000;570000;110000;1536238062
6;1294230;305000;580000;85000;1523182617
7;1294230;305000;580000;85000;1514595080
8;1289306;295000;540000;115000;1504997427
9;1261954;305000;545000;95000;1501017861
10;1171337;280000;475000;80000;1495545417
11;1171337;280000;475000;80000;1492273282
12;1171337;280000;475000;80000;1494978639
13;1171337;280000;475000;80000;1489648450
14;1171337;280000;475000;80000;1491154496
15;1171337;280000;475000;80000;1487451834
16;1171337;280000;475000;80000;1486827950
17;1171337;280000;475000;80000;1485556143
18;1171337;280000;475000;80000;1484650642
19;1171337;280000;475000;80000;1476821048
20;1171337;280000;475000;80000;1482298838
21;1171337;280000;475000;80000;1477255155
22;1171337;280000;475000;80000;1477159894
23;1171337;280000;475000;80000;1479731378
24;1171337;280000;475000;80000;1474545323
25;1171337;280000;475000;80000;1475993751
26;1171337;280000;475000;80000;1471549192
27;1171337;280000;475000;80000;1467293590
28;1171337;280000;475000;80000;1464706075
29;1171337;280000;475000;80000;1465021891
30;1171337;280000;475000;80000;1468595354
31;1171337;280000;475000;80000;1467978521
32;1171337;280000;475000;80000;1463956833
33;1171337;280000;475000;80000;1459609148
34;1171337;280000;475000;80000;1464646152
35;1171337;280000;475000;80000;1471017126
36;1171337;280000;475000;80000;1459780721
37;1164698;260000;485000;70000;1459583264
38;1164698;260000;485000;70000;1460019403
39;1164698;260000;485000;70000;1459739834
40;1159271;285000;445000;105000;1461884152
41;1124989;265000;450000;80000;1461723871
42;1124989;265000;450000;80000;1458565661
43;1124989;265000;450000;80000;1454602960
44;1124989;265000;450000;80000;1457129143
45;1124989;265000;450000;80000;1451359952
46;1124989;265000;450000;80000;1457848633
47;1124989;265000;450000;80000;1453555981
48;1124989;265000;450000;80000;1448255853
49;1124989;265000;450000;80000;1453106886
50;1124989;265000;450000;80000;1453143192
51;1124989;265000;450000;80000;1450953183
52;1124989;265000;450000;80000;1451498103
53;1124989;265000;450000;80000;1449475355
54;1124989;265000;450000;80000;1451600875
55;1124989;265000;450000;80000;1448378247
56;1124989;265000;450000;80000;1444726595
57;1124989;265000;450000;80000;1443059480
58;1124989;265000;450000;80000;1443500680
59;1124989;265000;450000;80000;1443467787
60;1124989;265000;450000;80000;1440775075
61;1124989;265000;450000;80000;1439231976
62;1123377;245000;470000;70000;1433056537
63;1123377;245000;470000;70000;1438892203
64;1123377;245000;470000;70000;1434736460
65;1123377;245000;470000;70000;1438586637
66;1123377;245000;470000;70000;1438953805
67;1123377;245000;470000;70000;1437199995
68;1123377;245000;470000;70000;1436619048
69;1123377;245000;470000;70000;1435434545
70;1123377;245000;470000;70000;1432559316
71;1123377;245000;470000;70000;1435337158
72;1123377;245000;470000;70000;1432332199
73;1123377;245000;470000;70000;1435200353
74;1076840;235000;430000;60000;1431601682
75;1076840;235000;430000;60000;1427900194
76;1076840;235000;430000;60000;1431756846
77;1076840;235000;430000;60000;1426724475
78;1076840;235000;430000;60000;1424703391
79;1076840;235000;430000;60000;1430227262
80;1076840;235000;430000;60000;1428203516
81;1076840;235000;430000;60000;1428991918
82;1076840;235000;430000;60000;1427761323
83;1076840;235000;430000;60000;1424307245
84;1076840;235000;430000;60000;1425811592
85;1076840;235000;430000;60000;1426054246
86;1076840;235000;430000;60000;1419112837
87;1076840;235000;430000;60000;1414233748
88;1076840;235000;430000;60000;1419501161
89;1076840;235000;430000;60000;1418435979
90;1076840;235000;430000;60000;1422386996
91;1076840;235000;430000;60000;1417403098
92;1076840;235000;430000;60000;1413097812
93;1076840;235000;430000;60000;1418422908
94;1076840;235000;430000;60000;1423671334
95;1076840;235000;430000;60000;1422641785
96;1076840;235000;430000;60000;1420634626
97;1076840;235000;430000;60000;1415291306
98;1076840;235000;430000;60000;1412798521
99;1076840;235000;430000;60000;1417434032
100;1076840;235000;430000;60000;1408846704
101;1076840;235000;430000;60000;1404976012
102;1013258;225000;390000;70000;1409591987
103;1013258;225000;390000;70000;1407512030
104;1013258;225000;390000;70000;1412323133
105;1013258;225000;390000;70000;1412879126
106;1013258;225000;390000;70000;1409395790
107;1013258;225000;390000;70000;1415345716
108;1013258;225000;390000;70000;1411049280
109;1013258;225000;390000;70000;1407804548
110;1013258;225000;390000;70000;1412170863
111;1013258;225000;390000;70000;1411853145
112;1013258;225000;390000;70000;1406812485
113;1013258;225000;390000;70000;1406312420
114;1013258;225000;390000;70000;1405065758
115;1013258;225000;390000;70000;1399564079
116;1013258;225000;390000;70000;1399342303
117;1013258;225000;390000;70000;1399728039
118;1013258;225000;390000;70000;1398137125
119;1013258;225000;390000;70000;1406001096
120;1013258;225000;390000;70000;1408149937
121;1013258;225000;390000;70000;1399912131
122;1013258;225000;390000;70000;1396947055
123;1013258;225000;390000;70000;1402291567
124;1013258;225000;390000;70000;1399825109
125;1013258;225000;390000;70000;1397649543
126;1013258;225000;390000;70000;1401030519
127;1013258;225000;390000;70000;1395945938
128;1013258;225000;390000;70000;1404093229
129;1013258;225000;390000;70000;1399801431
130;1013258;225000;390000;70000;1399624650
131;1013258;225000;390000;70000;1398352369
132;1013258;225000;390000;70000;1392457400
133;1013258;225000;390000;70000;1397111176
134;1013258;225000;390000;70000;1391961343
135;1013258;225000;390000;70000;1383881493
136;1013258;225000;390000;70000;1390039920
137;1013258;225000;390000;70000;1387581962
138;1013258;225000;390000;70000;1379756793
139;1013258;225000;390000;70000;1380297418
140;1013258;225000;390000;70000;1382644101
141;1013258;225000;390000;70000;1376411822
142;1013258;225000;390000;70000;1378968119
143;1013258;225000;390000;70000;1381991363
144;1013258;225000;390000;70000;1382524737
145;1013258;225000;390000;70000;1380032351
146;1013258;225000;390000;70000;1376341188
147;1013258;225000;390000;70000;1378215395
148;1013258;225000;390000;70000;1372480037
149;1013258;225000;390000;70000;1374205117
150;1013258;225000;390000;70000;1375041745
151;1013258;225000;390000;70000;1374431188
152;1013258;225000;390000;70000;1373131719
153;1013258;225000;390000;70000;1367521319
154;1013258;225000;390000;70000;1362798098
155;1006322;240000;365000;80000;1364863168
156;1006322;240000;365000;80000;1364635153
157;1006322;240000;365000;80000;1363377058
158;1006322;240000;365000;80000;1352507562
159;1006322;240000;365000;80000;1351968739
160;1006322;240000;365000;80000;1353115704
161;1006322;240000;365000;80000;1355179011
162;1006322;240000;365000;80000;1358288741
163;1006322;240000;365000;80000;1355448818
164;1006322;240000;365000;80000;1356596232
165;1006322;240000;365000;80000;1353057736
166;1006322;240000;365000;80000;1350439748
167;1006322;240000;365000;80000;1350664868
168;1006322;240000;365000;80000;1348964976
169;1006322;240000;365000;80000;1340885487
170;987587;210000;395000;55000;1338752947
171;987587;210000;395000;55000;1335018611
172;987587;210000;395000;55000;1337124054
173;987587;210000;395000;55000;1335610963
174;987587;210000;395000;55000;1336143858
175;987587;210000;395000;55000;1339853169
176;987587;210000;395000;55000;1334784585
177;987587;210000;395000;55000;1335815238
178;987587;210000;395000;55000;1336167115
179;987587;210000;395000;55000;1338339701
180;987587;210000;395000;55000;1332061124
181;987587;210000;395000;55000;1325756384
182;987587;210000;395000;55000;1322748572
183;987587;210000;395000;55000;1324100097
184;987587;210000;395000;55000;1323813003
185;987587;210000;395000;55000;1320912245
186;959152;190000;350000;80000;1325701453
187;959152;190000;350000;80000;1320583269
188;959152;190000;350000;80000;1319430564
