generation;fitness;q1;q2;home_venue;fitness_sum
1;134236;60000;35000;10000;148772316
2;117853;50000;35000;5000;148118803
3;105352;35000;40000;0;146865053
4;103671;45000;30000;0;146407840
5;103671;45000;30000;0;145170843
6;97287;45000;20000;0;143883916
7;81475;20000;30000;0;143765221
8;81475;20000;30000;0;142610653
9;81475;20000;30000;0;142251774
10;80855;25000;25000;0;140403935
11;80855;25000;25000;0;140890111
12;80855;25000;25000;0;139673459
13;80855;25000;25000;0;137733765
14;78377;40000;10000;0;135688361
15;74161;35000;10000;0;133866181
16;67858;30000;5000;0;133487608
17;67858;30000;5000;0;131568214
18;67858;30000;5000;0;130043729
19;67858;30000;5000;0;129327377
20;67858;30000;5000;0;129169483
21;67858;30000;5000;0;128354283
22;67858;30000;5000;0;127619317
23;65772;25000;10000;0;126536574
24;65772;25000;10000;0;125535934
25;65772;25000;10000;0;124812386
26;65772;25000;10000;0;125389074
27;65772;25000;10000;0;124643540
28;65772;25000;10000;0;123690691
29;59135;20000;10000;0;123049582
30;59135;20000;10000;0;119808219
31;59135;20000;10000;0;120946342
32;58335;15000;15000;0;120720958
33;58335;15000;15000;0;120696613
34;58335;15000;15000;0;119933686
35;57868;15000;15000;0;118971701
36;57868;15000;15000;0;119568687
37;57868;15000;15000;0;118100683
38;57868;15000;15000;0;118198848
39;57868;15000;15000;0;117756290
40;57868;15000;15000;0;117088904
41;57868;15000;15000;0;115439542
42;57868;15000;15000;0;114021552
43;53318;10000;10000;5000;114449834
44;53318;10000;10000;5000;112287908
45;53318;10000;10000;5000;112844529
46;53318;10000;10000;5000;112795860
47;53318;10000;10000;5000;112102818
48;51021;15000;5000;0;109421208
49;51021;15000;5000;0;109452746
50;51021;15000;5000;0;110792759
51;48743;10000;10000;0;108188820
52;48743;10000;10000;0;107802905
53;48743;10000;10000;0;105647351
54;48743;10000;10000;0;102529683
55;48743;10000;10000;0;103481171
56;48743;10000;10000;0;103857992
57;48743;10000;10000;0;102311280
58;48743;10000;10000;0;102483159
59;48743;10000;10000;0;100520732
60;48743;10000;10000;0;100191860
61;48743;10000;10000;0;100490881
62;48743;10000;10000;0;99315885
63;48743;10000;10000;0;97662207
64;48743;10000;10000;0;94900110
65;48743;10000;10000;0;94648579
66;48743;10000;10000;0;95912869
67;48743;10000;10000;0;95224685
68;48743;10000;10000;0;95498432
69;48743;10000;10000;0;95471508
70;48743;10000;10000;0;95499770
71;48743;10000;10000;0;96933882
72;48743;10000;10000;0;95506407
73;48743;10000;10000;0;96935965
74;48743;10000;10000;0;96470585
75;48743;10000;10000;0;97606555
76;48743;10000;10000;0;97048097
77;48743;10000;10000;0;96837959
78;48743;10000;10000;0;94069226
79;48743;10000;10000;0;93035591
80;48743;10000;10000;0;93207927
81;45920;10000;5000;0;93354546
82;45920;10000;5000;0;93047181
83;45920;10000;5000;0;93243743
84;45920;10000;5000;0;93753325
85;45920;10000;5000;0;93655521
86;45920;10000;5000;0;92625068
87;45920;10000;5000;0;93153510
88;45920;10000;5000;0;93187257
89;45920;10000;5000;0;93261939
90;45920;10000;5000;0;93643788
91;45920;10000;5000;0;93356150
92;45920;10000;5000;0;91285939
93;45920;10000;5000;0;91832607
94;45920;10000;5000;0;92135299
95;45920;10000;5000;0;93066447
96;45920;10000;5000;0;92735134
97;45920;10000;5000;0;93140945
98;45920;10000;5000;0;92962334
99;45920;10000;5000;0;93451166
100;45920;10000;5000;0;94288058
101;45920;10000;5000;0;93371020
102;45920;10000;5000;0;94400088
103;45920;10000;5000;0;93811290
104;45920;10000;5000;0;92381629
105;45920;10000;5000;0;93155819
106;45920;10000;5000;0;93961631
107;45920;10000;5000;0;94021560
108;45920;10000;5000;0;94685635
109;45920;10000;5000;0;96242311
110;45920;10000;5000;0;93183814
111;45920;10000;5000;0;93983803
112;45920;10000;5000;0;92989569
113;45920;10000;5000;0;93860550
114;45920;10000;5000;0;92198047
115;45920;10000;5000;0;92290660
116;45920;10000;5000;0;89631948
117;45920;10000;5000;0;90659653
118;45920;10000;5000;0;89903543
119;45920;10000;5000;0;89456123
120;45920;10000;5000;0;89351330
121;45920;10000;5000;0;87808868
122;45920;10000;5000;0;88476998
123;45920;10000;5000;0;88531216
124;45920;10000;5000;0;88157440
125;45920;10000;5000;0;88160211
126;45920;10000;5000;0;91346608
127;45920;10000;5000;0;88824421
128;45920;10000;5000;0;87907006
129;45920;10000;5000;0;86505452
130;45920;10000;5000;0;87325813
131;45920;10000;5000;0;85539106
132;45920;10000;5000;0;85546600
133;45920;10000;5000;0;85585323
134;45920;10000;5000;0;85974352
135;45920;10000;5000;0;87278274
136;45920;10000;5000;0;88573221
137;45920;10000;5000;0;88958453
138;45920;10000;5000;0;89330358
139;45920;10000;5000;0;88634247
140;45920;10000;5000;0;88940191
141;45920;10000;5000;0;89437115
142;45920;10000;5000;0;89710022
143;45920;10000;5000;0;87521628
144;45920;10000;5000;0;87951103
145;45920;10000;5000;0;88054830
146;45920;10000;5000;0;87943641
147;45920;10000;5000;0;89330239
148;45920;10000;5000;0;88217286
149;45920;10000;5000;0;88413512
150;45920;10000;5000;0;89296315
151;45920;10000;5000;0;89124177
152;45920;10000;5000;0;89055893
153;45920;10000;5000;0;87290033
154;45920;10000;5000;0;86081793
155;45920;10000;5000;0;86669490
156;45920;10000;5000;0;86111215
157;45920;10000;5000;0;86837988
158;45920;10000;5000;0;86857462
159;45920;10000;5000;0;87489214
160;45920;10000;5000;0;90291799
161;45920;10000;5000;0;89470438
162;45920;10000;5000;0;88797890
163;45920;10000;5000;0;87877418
164;45920;10000;5000;0;88216205
165;45920;10000;5000;0;86670195
166;45920;10000;5000;0;87334683
167;45920;10000;5000;0;87816071
168;45920;10000;5000;0;88908095
169;45920;10000;5000;0;88865049
170;45920;10000;5000;0;88525641
171;45920;10000;5000;0;88987914
172;45920;10000;5000;0;89373855
173;45920;10000;5000;0;89028038
174;45920;10000;5000;0;86981995
175;45920;10000;5000;0;86297924
176;45920;10000;5000;0;86810472
177;45920;10000;5000;0;86691535
178;45920;10000;5000;0;89217795
179;45920;10000;5000;0;88571488
180;45920;10000;5000;0;88199745
181;45920;10000;5000;0;87512224
182;45920;10000;5000;0;88275993
183;45920;10000;5000;0;87421035
184;45920;10000;5000;0;88383624
185;45920;10000;5000;0;86963850
186;45920;10000;5000;0;87818380
187;45920;10000;5000;0;88971377
188;45920;10000;5000;0;90344819
189;45920;10000;5000;0;89449705
190;45920;10000;5000;0;90694226
191;45920;10000;5000;0;88271461
192;45920;10000;5000;0;88587390
193;45920;10000;5000;0;89524843
194;45920;10000;5000;0;89567374
195;45920;10000;5000;0;89176902
196;45920;10000;5000;0;90662811
197;45920;10000;5000;0;90020957
198;45920;10000;5000;0;88106301
199;45920;10000;5000;0;91708396
200;45920;10000;5000;0;90057245
201;45920;10000;5000;0;89458622
202;45920;10000;5000;0;90022288
203;45920;10000;5000;0;88989327
204;45920;10000;5000;0;88363824
205;45920;10000;5000;0;88548481
206;45920;10000;5000;0;86216573
207;45920;10000;5000;0;87315030
208;45920;10000;5000;0;87651444
209;45920;10000;5000;0;86662763
210;45920;10000;5000;0;88164223
211;45920;10000;5000;0;88943632
212;45920;10000;5000;0;88465392
213;45920;10000;5000;0;88408222
214;45920;10000;5000;0;89580692
215;45920;10000;5000;0;88790633
216;45920;10000;5000;0;87902164
217;45920;10000;5000;0;87436134
218;45920;10000;5000;0;88459238
219;45920;10000;5000;0;88701699
220;45920;10000;5000;0;87570669
221;45920;10000;5000;0;85270661
222;45920;10000;5000;0;87094354
223;45920;10000;5000;0;87912925
224;45920;10000;5000;0;89141165
225;45920;10000;5000;0;88785527
226;45920;10000;5000;0;88208308
227;45920;10000;5000;0;88522406
228;45920;10000;5000;0;88444715
229;45920;10000;5000;0;89382443
230;45920;10000;5000;0;88649485
231;45920;10000;5000;0;89493092
232;45920;10000;5000;0;88870207
233;45920;10000;5000;0;88719689
234;45920;10000;5000;0;88880998
235;45920;10000;5000;0;88095656
236;45920;10000;5000;0;86607681
237;45920;10000;5000;0;86540236
238;45920;10000;5000;0;87906878
239;45920;10000;5000;0;85791232
240;45920;10000;5000;0;88548643
241;45920;10000;5000;0;88369142
242;45920;10000;5000;0;88851229
243;45920;10000;5000;0;87452743
244;45920;10000;5000;0;89216038
245;45920;10000;5000;0;88694424
246;45920;10000;5000;0;89707822
247;45920;10000;5000;0;87833778
248;45920;10000;5000;0;88120877
249;45920;10000;5000;0;87566451
250;45920;10000;5000;0;89256573
251;45920;10000;5000;0;90130175
252;45920;10000;5000;0;88808441
253;45920;10000;5000;0;88793804
254;45920;10000;5000;0;87268223
255;45920;10000;5000;0;88134311
256;45920;10000;5000;0;87260351
257;45920;10000;5000;0;87531373
258;45920;10000;5000;0;86858484
259;45920;10000;5000;0;88081913
260;45920;10000;5000;0;88272357
261;45920;10000;5000;0;89673095
262;45920;10000;5000;0;88545258
263;45920;10000;5000;0;88681783
264;45920;10000;5000;0;87549221
265;45920;10000;5000;0;88208674
266;45920;10000;5000;0;88345385
267;45920;10000;5000;0;90051058
268;45920;10000;5000;0;89526711
269;45920;10000;5000;0;91770714
270;45920;10000;5000;0;89619464
271;45920;10000;5000;0;88701137
272;45920;10000;5000;0;88206100
273;45920;10000;5000;0;88107882
274;45920;10000;5000;0;87403051
275;45920;10000;5000;0;87103666
276;45920;10000;5000;0;86809286
277;45920;10000;5000;0;85906113
278;45920;10000;5000;0;88166338
279;45920;10000;5000;0;86827279
280;45920;10000;5000;0;86159754
281;45920;10000;5000;0;85964007
282;45920;10000;5000;0;88798839
283;45920;10000;5000;0;88983115
284;45920;10000;5000;0;88041968
285;45920;10000;5000;0;87750891
286;45920;10000;5000;0;87398411
287;45920;10000;5000;0;88782778
288;45920;10000;5000;0;88174926
289;45920;10000;5000;0;88006151
290;45920;10000;5000;0;87591100
291;45920;10000;5000;0;88959913
292;45920;10000;5000;0;88602862
293;45920;10000;5000;0;88162928
294;45920;10000;5000;0;87656116
295;45920;10000;5000;0;88742867
296;45920;10000;5000;0;90020583
297;45920;10000;5000;0;91224728
298;45920;10000;5000;0;90835904
299;45920;10000;5000;0;90561731
300;45920;10000;5000;0;90364672
301;45920;10000;5000;0;91450879
302;45920;10000;5000;0;91413544
303;45920;10000;5000;0;88411179
304;45920;10000;5000;0;88050982
305;45920;10000;5000;0;88378111
306;45920;10000;5000;0;87649216
307;45920;10000;5000;0;88530794
308;45920;10000;5000;0;89981397
309;45920;10000;5000;0;88833955
310;45920;10000;5000;0;89590006
311;45920;10000;5000;0;89058021
312;45920;10000;5000;0;89020619
313;45920;10000;5000;0;88579247
314;45920;10000;5000;0;88420118
315;45920;10000;5000;0;88650286
316;45920;10000;5000;0;90653305
317;45920;10000;5000;0;88490804
318;45920;10000;5000;0;87036656
319;45920;10000;5000;0;89081463
320;45920;10000;5000;0;89184996
321;45920;10000;5000;0;89675059
322;45920;10000;5000;0;89442929
323;45920;10000;5000;0;88183300
324;45920;10000;5000;0;87499629
325;45920;10000;5000;0;88353697
326;45920;10000;5000;0;88141509
327;45920;10000;5000;0;89242762
328;45920;10000;5000;0;90035469
329;45920;10000;5000;0;88677654
330;45920;10000;5000;0;89976359
331;45920;10000;5000;0;90071845
332;45920;10000;5000;0;90225050
333;45920;10000;5000;0;88688748
334;45920;10000;5000;0;88063066
335;45920;10000;5000;0;88407679
336;45920;10000;5000;0;88786081
337;45920;10000;5000;0;88279566
338;45920;10000;5000;0;89676413
339;45920;10000;5000;0;88599529
340;45920;10000;5000;0;88361211
341;45920;10000;5000;0;89326631
342;45920;10000;5000;0;88516393
343;45920;10000;5000;0;87454854
344;45920;10000;5000;0;86513762
345;45920;10000;5000;0;87845081
346;45920;10000;5000;0;87570793
347;45920;10000;5000;0;88546139
348;45920;10000;5000;0;90146255
349;45920;10000;5000;0;89639673
350;45920;10000;5000;0;87968442
351;45920;10000;5000;0;88097003
352;45920;10000;5000;0;87243965
353;45920;10000;5000;0;87754496
354;45920;10000;5000;0;87787892
355;45920;10000;5000;0;88574573
356;45920;10000;5000;0;90159246
357;45920;10000;5000;0;87680853
358;45920;10000;5000;0;88461245
359;45920;10000;5000;0;87087496
360;45920;10000;5000;0;89055859
361;45920;10000;5000;0;90025285
362;45920;10000;5000;0;91206640
363;45920;10000;5000;0;90751849
364;45920;10000;5000;0;90888593
365;45920;10000;5000;0;89501378
366;45920;10000;5000;0;88421365
367;45920;10000;5000;0;88157149
368;45920;10000;5000;0;87988264
369;45920;10000;5000;0;88373716
370;45920;10000;5000;0;87520499
371;45920;10000;5000;0;88808344
372;45920;10000;5000;0;88572002
373;45920;10000;5000;0;88890063
374;45920;10000;5000;0;89896911
375;45920;10000;5000;0;88390379
376;45920;10000;5000;0;86937538
377;45920;10000;5000;0;87498506
378;45920;10000;5000;0;87033999
379;45920;10000;5000;0;88229828
380;45920;10000;5000;0;88889564
381;45920;10000;5000;0;88636625
382;45920;10000;5000;0;89133819
383;45920;10000;5000;0;89538345
384;45920;10000;5000;0;88745304
385;45920;10000;5000;0;87469767
386;45920;10000;5000;0;87996722
387;45920;10000;5000;0;86902280
388;45920;10000;5000;0;87110241
389;45920;10000;5000;0;88028988
390;45920;10000;5000;0;87923333
391;45920;10000;5000;0;88751744
392;45920;10000;5000;0;87957902
393;45920;10000;5000;0;88547547
394;45920;10000;5000;0;89090461
395;45920;10000;5000;0;89204438
396;45920;10000;5000;0;86916338
397;45920;10000;5000;0;87804453
398;45920;10000;5000;0;90958552
399;45920;10000;5000;0;89220562
400;45920;10000;5000;0;90065942
401;45920;10000;5000;0;89453585
402;45920;10000;5000;0;90575774
403;45920;10000;5000;0;88683703
404;45920;10000;5000;0;89531853
405;45920;10000;5000;0;90736998
406;45920;10000;5000;0;90457301
407;45920;10000;5000;0;89663431
408;45920;10000;5000;0;88029518
409;45920;10000;5000;0;88407176
410;45920;10000;5000;0;87230957
411;45920;10000;5000;0;89640446
412;45920;10000;5000;0;88971747
413;45920;10000;5000;0;89545184
414;45920;10000;5000;0;89939593
415;45920;10000;5000;0;90244007
416;45920;10000;5000;0;90090340
417;45920;10000;5000;0;89187981
418;45920;10000;5000;0;92477083
419;45920;10000;5000;0;91522688
420;45920;10000;5000;0;91214902
421;45920;10000;5000;0;90025518
422;45920;10000;5000;0;89358535
423;45920;10000;5000;0;88745615
424;45920;10000;5000;0;88152264
425;45920;10000;5000;0;87992496
426;45920;10000;5000;0;88102849
427;45920;10000;5000;0;89266927
428;45920;10000;5000;0;87660215
429;45920;10000;5000;0;88347481
430;45920;10000;5000;0;87586724
431;45920;10000;5000;0;88014689
432;45920;10000;5000;0;89018137
433;45920;10000;5000;0;86939912
434;45920;10000;5000;0;87284134
435;45920;10000;5000;0;88863959
436;45920;10000;5000;0;89371819
437;45920;10000;5000;0;90001220
438;45920;10000;5000;0;88854907
439;45920;10000;5000;0;89045467
440;45920;10000;5000;0;87170974
441;45920;10000;5000;0;89122817
442;45920;10000;5000;0;88341218
443;45920;10000;5000;0;89590241
444;45920;10000;5000;0;88704303
445;45920;10000;5000;0;89709478
446;45920;10000;5000;0;88743524
447;45920;10000;5000;0;87648564
448;45920;10000;5000;0;88553281
449;45920;10000;5000;0;88981648
450;45920;10000;5000;0;87632062
451;45920;10000;5000;0;89216506
452;45920;10000;5000;0;88364679
453;45920;10000;5000;0;88683114
454;45920;10000;5000;0;88751713
455;45920;10000;5000;0;88682616
456;45920;10000;5000;0;88464073
457;45920;10000;5000;0;90303170
458;45920;10000;5000;0;88630751
459;45920;10000;5000;0;88904476
460;45920;10000;5000;0;87529842
461;45920;10000;5000;0;88666162
462;45920;10000;5000;0;88882613
463;45920;10000;5000;0;88093283
464;45920;10000;5000;0;86887001
465;45920;10000;5000;0;86903401
466;45920;10000;5000;0;88802981
467;45920;10000;5000;0;88314349
468;45920;10000;5000;0;88706106
469;45920;10000;5000;0;90162044
470;45920;10000;5000;0;89033650
471;45920;10000;5000;0;89869932
