generation;fitness;q1;q2;home_venue;fitness_sum
1;5081576;1990000;1970000;345000;792027178
2;4675160;1775000;1895000;230000;723750478
3;4370107;1610000;1775000;210000;654222749
4;4370107;1610000;1775000;210000;610432622
5;4323223;1640000;1705000;215000;573292096
6;4323223;1640000;1705000;215000;553143319
7;4323223;1640000;1705000;215000;537897193
8;4274630;1620000;1650000;220000;517984687
9;4264621;1680000;1595000;225000;506509584
10;4257139;1630000;1630000;210000;501766767
11;4257139;1630000;1630000;210000;514511324
12;4257139;1630000;1630000;210000;498449169
13;4257139;1630000;1630000;210000;488629953
14;4257139;1630000;1630000;210000;482302660
15;4238898;1605000;1610000;225000;480340823
16;4238898;1605000;1610000;225000;479302901
17;4238898;1605000;1610000;225000;484465908
18;4238898;1605000;1610000;225000;488742837
19;4238898;1605000;1610000;225000;490095234
20;4238898;1605000;1610000;225000;485214818
21;4238898;1605000;1610000;225000;474648273
22;4238898;1605000;1610000;225000;459828228
23;4238898;1605000;1610000;225000;451784904
24;4238898;1605000;1610000;225000;469396226
25;4238898;1605000;1610000;225000;480307074
26;4238898;1605000;1610000;225000;477706096
27;4238898;1605000;1610000;225000;477109942
28;4238898;1605000;1610000;225000;474124429
29;4238898;1605000;1610000;225000;474640807
30;4175317;1615000;1585000;225000;476199841
31;4175317;1615000;1585000;225000;478955644
32;4175317;1615000;1585000;225000;479052207
33;4175317;1615000;1585000;225000;471361416
34;4175317;1615000;1585000;225000;469694407
35;4175317;1615000;1585000;225000;473492098
36;4175317;1615000;1585000;225000;470139278
37;4175317;1615000;1585000;225000;473922545
38;4175317;1615000;1585000;225000;476496849
39;4175317;1615000;1585000;225000;479928939
40;4175317;1615000;1585000;225000;468148756
41;4175317;1615000;1585000;225000;462426058
42;4142531;1525000;1650000;195000;452815246
43;4142531;1525000;1650000;195000;457278654
44;4019303;1545000;1490000;205000;458453524
45;4019303;1545000;1490000;205000;452256110
46;4019303;1545000;1490000;205000;446958563
47;4019303;1545000;1490000;205000;446745484
48;4019303;1545000;1490000;205000;450307850
49;4019303;1545000;1490000;205000;450133809
50;4019303;1545000;1490000;205000;462249959
51;4019303;1545000;1490000;205000;443892331
52;4019303;1545000;1490000;205000;442654807
53;4019303;1545000;1490000;205000;441825005
54;4019303;1545000;1490000;205000;444590914
55;4019303;1545000;1490000;205000;447940348
56;4019303;1545000;1490000;205000;456416815
57;4019303;1545000;1490000;205000;453116501
58;4019303;1545000;1490000;205000;443264857
59;4019303;1545000;1490000;205000;457937991
60;4019303;1545000;1490000;205000;449551892
61;4019303;1545000;1490000;205000;441499151
62;4019303;1545000;1490000;205000;432627955
63;4019303;1545000;1490000;205000;451765836
64;4019303;1545000;1490000;205000;451093687
65;4019303;1545000;1490000;205000;444104457
66;4019303;1545000;1490000;205000;444728535
67;4019303;1545000;1490000;205000;457524212
68;4019303;1545000;1490000;205000;450773797
69;4019303;1545000;1490000;205000;447260069
70;4019303;1545000;1490000;205000;434070098
71;4019303;1545000;1490000;205000;435829872
72;4019303;1545000;1490000;205000;439058817
73;4019303;1545000;1490000;205000;435682589
74;4019303;1545000;1490000;205000;432250886
75;4019303;1545000;1490000;205000;431175683
76;4019303;1545000;1490000;205000;430565406
77;4019303;1545000;1490000;205000;438652740
78;4019303;1545000;1490000;205000;427114220
79;4019303;1545000;1490000;205000;445516270
80;4019303;1545000;1490000;205000;437823948
81;4019303;1545000;1490000;205000;426863171
82;4019303;1545000;1490000;205000;414005224
83;4019303;1545000;1490000;205000;431627734
84;4019303;1545000;1490000;205000;440817582
85;4019303;1545000;1490000;205000;436703751
86;4019303;1545000;1490000;205000;434348254
87;4019303;1545000;1490000;205000;442459238
88;4019303;1545000;1490000;205000;440377823
89;4019303;1545000;1490000;205000;436589009
90;4019303;1545000;1490000;205000;429084642
91;4019303;1545000;1490000;205000;426481521
92;4019303;1545000;1490000;205000;433092050
93;4019303;1545000;1490000;205000;432542466
94;4019303;1545000;1490000;205000;430274334
95;4019303;1545000;1490000;205000;435719059
96;4019303;1545000;1490000;205000;427005017
97;4019303;1545000;1490000;205000;431617766
98;4019303;1545000;1490000;205000;418484436
99;4019303;1545000;1490000;205000;424778440
100;4019303;1545000;1490000;205000;426621138
101;4019303;1545000;1490000;205000;434180545
102;4019303;1545000;1490000;205000;431297423
103;4019303;1545000;1490000;205000;415300099
104;4019303;1545000;1490000;205000;429526909
105;4019303;1545000;1490000;205000;415688275
106;4019303;1545000;1490000;205000;414275226
107;4019303;1545000;1490000;205000;422145751
108;4019303;1545000;1490000;205000;423006715
109;4019303;1545000;1490000;205000;419360122
110;4019303;1545000;1490000;205000;434504322
111;4019303;1545000;1490000;205000;419041924
112;4019303;1545000;1490000;205000;428137409
113;4019303;1545000;1490000;205000;429759642
114;4019303;1545000;1490000;205000;430955311
115;4019303;1545000;1490000;205000;419440361
116;4019303;1545000;1490000;205000;420445869
117;4019303;1545000;1490000;205000;427555957
118;4019303;1545000;1490000;205000;421202788
119;4019303;1545000;1490000;205000;427045851
120;4019303;1545000;1490000;205000;413459345
121;4019303;1545000;1490000;205000;415719627
122;4019303;1545000;1490000;205000;413585522
123;4019303;1545000;1490000;205000;411803014
124;4019303;1545000;1490000;205000;402834828
125;4019303;1545000;1490000;205000;415105541
126;4019303;1545000;1490000;205000;406036059
127;4019303;1545000;1490000;205000;413699430
128;4019303;1545000;1490000;205000;411729703
129;4019303;1545000;1490000;205000;400818803
130;4019303;1545000;1490000;205000;403498618
131;4019303;1545000;1490000;205000;410564062
132;4019303;1545000;1490000;205000;404938711
133;4019303;1545000;1490000;205000;401714180
134;4019303;1545000;1490000;205000;399663537
135;4019303;1545000;1490000;205000;405248969
136;4019303;1545000;1490000;205000;401521498
137;4019303;1545000;1490000;205000;403530474
138;4019303;1545000;1490000;205000;399126924
139;4019303;1545000;1490000;205000;395459322
140;4019303;1545000;1490000;205000;398987505
141;4019303;1545000;1490000;205000;398935897
142;4019303;1545000;1490000;205000;407534949
143;4019303;1545000;1490000;205000;390974924
144;4019303;1545000;1490000;205000;402684851
145;4019303;1545000;1490000;205000;397830229
146;4019303;1545000;1490000;205000;411741304
147;4019303;1545000;1490000;205000;416599958
148;4019303;1545000;1490000;205000;403138991
149;4019303;1545000;1490000;205000;397917544
150;4019303;1545000;1490000;205000;395364799
151;4019303;1545000;1490000;205000;401473066
152;4019303;1545000;1490000;205000;408735680
153;4019303;1545000;1490000;205000;403438686
154;4003247;1570000;1450000;210000;395507059
155;4003247;1570000;1450000;210000;379764831
156;4003247;1570000;1450000;210000;392639874
157;4003247;1570000;1450000;210000;403734196
158;4003247;1570000;1450000;210000;390438224
159;4003247;1570000;1450000;210000;392656392
160;4003247;1570000;1450000;210000;382230196
161;3983810;1540000;1460000;210000;384063453
162;3983810;1540000;1460000;210000;369719317
163;3983810;1540000;1460000;210000;381366817
164;3983810;1540000;1460000;210000;387278354
165;3983810;1540000;1460000;210000;386435791
166;3983810;1540000;1460000;210000;374817494
167;3983810;1540000;1460000;210000;376668213
168;3983810;1540000;1460000;210000;384008523
169;3983810;1540000;1460000;210000;386510006
170;3983810;1540000;1460000;210000;378695263
171;3983810;1540000;1460000;210000;378756316
172;3983810;1540000;1460000;210000;372673904
173;3983810;1540000;1460000;210000;379463222
174;3983810;1540000;1460000;210000;380026632
175;3983810;1540000;1460000;210000;379811089
176;3983810;1540000;1460000;210000;369696566
177;3939353;1540000;1420000;205000;369980433
178;3939353;1540000;1420000;205000;359496501
